"Code","Panel","LAT_DD83","LON_DD83","Year","HGM_Class","site_type","meanC","Bryophyte_Cover","Invasive_Cover","Cover_Tolerant","vmmi","vmmi_rating"
"4546",NA,41.4462271,-80.45368863,2011,"Depression","PROB",4.12903225806452,15.2,1.02,110.44,41.7749054788249,"Fair"
"206520",NA,41.4462271,-80.45368863,2016,"Riverine","PROB",4.0625,5.22,8.5,113.04,35.9288457614392,"Poor"
"4310",NA,41.45880668,-80.45331573,2011,"Depression","PROB",4.44444444444444,1.04,1.04,46.92,50.8204427269094,"Fair"
"206521",NA,41.45880668,-80.45331573,2016,"Depression","PROB",4.46428571428571,0.44,0.62,42.52,51.6698991729982,"Fair"
"4311",NA,41.99245893,-79.89572215,2011,"Riverine","PROB",3.05,0.2,6.5,127.2,26.6483554332277,"Poor"
"4297",NA,41.85280803,-75.63855952,2011,"Lacustrine","PROB",3.89189189189189,0,0.26,21.22,51.7150762495409,"Fair"
"4295",NA,41.20854667,-79.98778447,2011,"Lacustrine","PROB",3.84615384615385,1.2,52.22,83.18,24.2266653840869,"Poor"
"4312",NA,41.77448185,-79.86518516,2011,"Riverine","PROB",4.25490196078431,12.22,0.44,52.14,51.8062828720454,"Fair"
"4294",NA,41.76201634,-77.6060089,2011,"Riverine","PROB",3.82,19,2.66,44.42,51.4047904266137,"Fair"
"4287",NA,41.1737,-75.4436,2011,"Depression","REF",5.68,34,0,11.04,73.2448966958997,"Good"
"2015541",NA,41.32899,-78.83813,2021,"Riverine","PROB",3.40425531914894,0,4.52,68.48,39.3332114455457,"Poor"
"207751",NA,41.32956265,-78.83847912,2016,"Riverine","PROB",3.76595744680851,0,3.46,42.2,46.3495756124227,"Fair"
"2015945",NA,41.05468547,-80.27658701,2021,"Riverine","PROB",2.875,0,2.2,114.24,29.8886485220264,"Poor"
"207304",NA,41.64461996,-76.7189624,2016,"Depression","PROB",6.875,58,0,4.06,87.9308871498977,"Good"
"2016133",NA,41.35793,-75.00384626,2021,"Lacustrine","PROB",4.52777777777778,0,0.04,45.3,51.6740432177047,"Fair"
"2015972",NA,42.16687262,-80.09150439,2021,"Depression","PROB",4.69230769230769,0,4.22,75.64,46.2108150684627,"Fair"
"2015607",NA,41.055744,-75.667839,2021,"Depression","REF",6.30769230769231,0,0,11.96,68.3358753319612,"Good"
"200270",NA,41.62203357,-71.77755563,2016,"Riverine","PROB",4.19444444444444,11,0.14,125.16,38.9226802149392,"Poor"
"4405",NA,41.62203357,-71.77755563,2011,"Depression","PROB",4.296875,0.42,0.04,72.18,45.8226154805729,"Fair"
"4403",NA,41.57262016,-71.59088059,2011,"Depression","PROB",4.41025641025641,11.4,0,59.38,51.4861618638131,"Fair"
"4401",NA,41.63038416,-71.78038339,2011,"Depression","PROB",4.79411764705882,89,0,48.9,75.3621835465295,"Good"
"4400",NA,41.71123398,-71.27522754,2011,"Depression","PROB",2.890625,0.46,52.38,132.4,10.456863011365,"Poor"
"4399",NA,41.56882092,-71.58780557,2011,"Depression","PROB",5.3448275862069,0.02,0,20.7,60.9001334526319,"Fair"
"4398",NA,41.6142897,-71.75385925,2011,"Depression","PROB",4.36666666666667,3.82,0.1,72.4,47.0630205817911,"Fair"
"200570",NA,41.46075831,-71.43678042,2016,"Depression","PROB",3.78181818181818,2.8,0.64,161,29.8393473217213,"Poor"
"4396",NA,41.46075831,-71.43678042,2011,"Depression","PROB",4.28125,0.84,0,137.72,34.808195096329,"Poor"
"200790",NA,41.85764781,-71.56537866,2016,"Depression","PROB",4.27272727272727,0.02,23,45.8,42.4685776320016,"Fair"
"4549",NA,41.85764781,-71.56537866,2011,"Depression","PROB",4.36842105263158,0,0,10.88,56.4959362055461,"Fair"
"200662",NA,41.46097606,-71.44578241,2016,"Riverine","PROB",3.77272727272727,0.8,15.26,89.58,34.7379755404636,"Poor"
"201151",NA,41.70668465,-71.290468,2016,"Depression","PROB",3.625,0.4,83.8,152.62,3.2994579555967,"Poor"
"200370",NA,41.55442935,-71.4476166,2016,"Depression","PROB",4.2,3.4,15.02,56.2,43.7481554276112,"Fair"
"201291",NA,41.70738784,-71.29045679,2016,"Depression","PROB",3.09677419354839,0.4,87.76,161.06,0.0249104924153808,"Poor"
"2015198",NA,41.42404731,-71.47046308,2021,"Depression","PROB",4.91304347826087,24.6,0,117.32,48.2018054621917,"Fair"
"2016681",NA,41.51492435,-71.26743165,2021,"Depression","PROB",2.08510638297872,2.64,127.42,173.64,0,"Poor"
"2016446",NA,41.58369977,-71.48706089,2021,"Depression","PROB",4.5,3.8,0.06,100.8,43.1148291173923,"Fair"
"2015286",NA,41.9464325,-71.76041783,2021,"Depression","PROB",4.85,54,0,131.56,52.8884417214691,"Fair"
"2015476",NA,41.63005587,-71.24411318,2021,"Depression","PROB",1.16666666666667,0,100.4,100.66,7.73079471206469,"Poor"
"5339",NA,44.86249997,-72.04610104,2011,"Riverine","PROB",4.44615384615385,10,48.02,146.16,20.9575999387687,"Poor"
"204792",NA,44.86249997,-72.04610104,2016,"Riverine","PROB",4.29411764705882,0.64,4.06,71.16,44.7121624179994,"Fair"
"5912",NA,43.91334857,-73.10196761,2011,"Depression","PROB",4.03921568627451,0,48.42,140.28,16.7510063501705,"Poor"
"202530",NA,43.91334857,-73.10196761,2016,"Depression","PROB",3.84444444444444,0.24,27.34,99.66,29.3728083166195,"Poor"
"5916",NA,43.56814767,-73.39779593,2011,"Riverine","PROB",3.63636363636364,0,17.66,50.92,39.4111935728654,"Poor"
"5920",NA,44.67881377,-72.99011868,2011,"Riverine","PROB",3.01754385964912,0,62.82,222.44,3.95557797218204,"Poor"
"5924",NA,42.90777759,-73.08256474,2011,"Depression","PROB",4.38461538461539,41,0,74.1,56.3746795237797,"Fair"
"5923",NA,43.37770845,-72.94173838,2011,"Depression","PROB",4.35365853658537,22,0,129.64,41.9981978306187,"Fair"
"5921",NA,43.91901157,-73.11488042,2011,"Depression","PROB",3.22352941176471,19.2,21.6,115.02,29.6442170633666,"Poor"
"5341",NA,44.37391972,-72.17072338,2011,"Riverine","PROB",4.81132075471698,34.4,0.42,13.7,67.375548576744,"Good"
"205596",NA,44.37391972,-72.17072338,2016,"Riverine","PROB",4.47872340425532,3.4,0.36,63.58,49.0508030867795,"Fair"
"204793",NA,44.90104994,-72.20915023,2016,"Lacustrine","PROB",4.71698113207547,86.8,0.7,66.74,71.0901582158556,"Good"
"2015705",NA,44.90079,-72.21004,2021,"Lacustrine","PROB",4.26666666666667,15.8,0.68,66.04,50.3697574787288,"Fair"
"203480",NA,42.84976902,-73.20490764,2016,"Slope","PROB",2.6865671641791,10.4,34.68,111.4,22.3375839619699,"Poor"
"2015679",NA,43.25262,-72.7668,2021,"Riverine","PROB",3.93243243243243,1.22,2.62,61.96,44.6400818398594,"Fair"
"203226",NA,43.25270632,-72.76612828,2016,"Riverine","PROB",3.85897435897436,0.24,3.62,91.56,38.621998628412,"Poor"
"202666",NA,44.62418022,-73.01264102,2016,"Riverine","PROB",3.07692307692308,0.48,13.62,127.72,24.4590622251434,"Poor"
"205857",NA,44.52963,-71.81533,2016,"Riverine","REF",4.38297872340426,0.46,1.22,74.44,45.5981736565336,"Fair"
"2016157",NA,44.96510494,-73.13388145,2021,"Riverine","PROB",4.85714285714286,0.02,0,75.9,48.580752643639,"Fair"
"2015720",NA,43.75500663,-72.6002188,2021,"Depression","PROB",4.37209302325581,21,0.02,22.96,59.8174582614153,"Fair"
"2015523",NA,44.12001235,-72.97202035,2021,"Riverine","PROB",3.72727272727273,0.66,1.26,91.08,38.7687488716042,"Poor"
"2015851",NA,44.67579032,-73.32847913,2021,"Flats","PROB",4.31764705882353,5.22,0.58,44.7,51.622298522786,"Fair"
"2015852",NA,44.0436,-73.054737,2021,"Depression","REF",4.5,68.4,0,39.5,69.8839483330091,"Good"
"2015940",NA,43.77454644,-73.31490849,2021,"Flats","PROB",3.65384615384615,0.02,38.26,52.56,32.4787707426476,"Poor"
"2015561",NA,44.23101761,-73.11570661,2021,"Flats","PROB",5.22988505747126,31.6,0.04,34.92,65.8095756435638,"Good"
"202802",NA,46.43468222,-92.1010711,2016,"Flats","PROB",5.46153846153846,4.2,0,46,58.4257599464303,"Fair"
"4496",NA,46.43468222,-92.1010711,2011,"Flats","PROB",5.64150943396226,35,0,112.12,56.2378212513269,"Fair"
"204102",NA,46.10958388,-89.62171128,2016,"Flats","PROB",7.68421052631579,90.2,0,8.4,96.5391217575548,"Good"
"4494",NA,46.10958388,-89.62171128,2011,"Flats","PROB",7.76470588235294,100,0,6.4,99.1084450083971,"Good"
"4492",NA,46.21865121,-92.12563533,2011,"Flats","PROB",5.775,70,0,122.64,64.1932019959817,"Good"
"4490",NA,46.59460377,-92.21255789,2011,"Depression","PROB",5.34090909090909,76,0,128.12,62.104961857624,"Good"
"205714",NA,46.59460377,-92.21255789,2016,"Depression","PROB",5.66666666666667,18.8,0.04,94.92,55.1580543749126,"Fair"
"4489",NA,46.04659333,-88.88621722,2011,"Flats","PROB",6.96428571428571,96,0,2.66,98.3824811854457,"Good"
"4488",NA,45.58710461,-91.07677871,2011,"Flats","PROB",6.5609756097561,75,0,47.44,83.0012610277246,"Good"
"4487",NA,44.56440201,-90.80350007,2011,"Flats","PROB",5.7,70,0,58.68,74.4996786525731,"Good"
"202197",NA,44.56440201,-90.80350007,2016,"Flats","PROB",5.96296296296296,39.6,0,47.76,70.2389836933679,"Good"
"4486",NA,44.69398776,-88.82692026,2011,"Flats","PROB",2.62745098039216,4.02,34.6,111.44,20.7348838311011,"Poor"
"202803",NA,46.23844376,-92.13215353,2016,"Riverine","PROB",5.63157894736842,3.2,0.22,10.66,65.1048548163564,"Good"
"4485",NA,46.23844376,-92.13215353,2011,"Flats","PROB",6.23809523809524,6.4,0,14.2,69.1545372191549,"Good"
"4484",NA,45.06202695,-87.82285444,2011,"Flats","PROB",3.43243243243243,0,101.62,134.94,4.63302155636265,"Poor"
"4483",NA,46.44619882,-92.10155722,2011,"Depression","PROB",5.6,56.8,0,32.8,74.8817909161722,"Good"
"4482",NA,45.04474776,-87.81136669,2011,"Flats","PROB",3.64516129032258,0,101.46,147.54,3.82981019372947,"Poor"
"4481",NA,44.57255275,-90.81921736,2011,"Flats","PROB",6.7037037037037,87,0,51.48,86.2569434818339,"Good"
"4480",NA,45.51799627,-92.17418852,2011,"Flats","PROB",5.85714285714286,65.4,0,66.08,73.0579561700222,"Good"
"4887",NA,45.24139852,-87.04599257,2011,"Lacustrine","PROB",5.3125,28.4,16.66,23.9,61.90214684457,"Good"
"5665",NA,46.3599,-92.1802,2011,"Other","REF",8.3125,100,0,0,100,"Good"
"4448",NA,44.66613,-89.54053,2011,"Depression","REF",6.62222222222222,74,0,15.36,88.5292128477615,"Good"
"4447",NA,44.80193,-90.87259,2011,"Depression","REF",7,79,0,7.76,93.4223754155663,"Good"
"4025",NA,46.9223,-90.60378,2011,"Riverine","REF",6.425,27,0,58.78,68.0435307562222,"Good"
"206830",NA,46.2400146,-92.09967863,2016,"Riverine","PROB",5.02083333333333,0.08,0.82,2.6,61.6856248629248,"Good"
"2021173",NA,45.04429014,-87.81097501,2022,"Depression","PROB",3.5,0.02,100.44,106.48,9.84987604531452,"Poor"
"2020680",NA,45.08531,-91.55721,2022,"Riverine","PROB",2.96153846153846,0,96.4,107.08,6.64961166595764,"Poor"
"201922",NA,45.08524832,-91.55716941,2016,"Riverine","PROB",2.28571428571429,0,88.22,95.24,8.64356918401176,"Poor"
"204242",NA,45.11020495,-90.01986396,2016,"Riverine","PROB",4.35714285714286,4,5.06,95.14,41.5901542875502,"Fair"
"2021595",NA,45.11021,-90.02002,2022,"Riverine","PROB",4.54320987654321,2.2,0.62,29.48,54.8027274784159,"Fair"
"201324",NA,44.07090627,-90.19541854,2016,"Slope","PROB",6.725,16.42,0,12.64,74.9834500739703,"Good"
"205853",NA,46.59531188,-92.20029018,2016,"Depression","PROB",5.37333333333333,20,0.46,90.86,54.1904810356026,"Fair"
"205143",NA,45.21144016,-91.44799513,2016,"Riverine","PROB",5.22857142857143,3.02,0.44,50.48,55.7824574080608,"Fair"
"210683",NA,44.20339,-90.58258,2016,"Depression","REF",7.26315789473684,100,0,37.88,93.806943093841,"Good"
"210370",NA,45.91855,-89.026,2016,"Depression","REF",7.8,100,0,0.02,100,"Good"
"210573",NA,45.84216,-89.49048,2016,"Depression","REF",7.02777777777778,53,0,35.94,82.237754313193,"Good"
"210666",NA,45.45669,-89.0011,2016,"Depression","REF",7.78947368421053,100,0,0.36,100,"Good"
"203953",NA,46.03047,-89.98993,2016,"Riverine","REF",7.96,80,0,0.24,95.1739218877136,"Good"
"204106",NA,46.03825,-89.77547,2016,"Riverine","REF",6.32142857142857,0.22,0,22.1,66.7693052455826,"Good"
"204377",NA,45.88019,-90.68918,2016,"Depression","REF",5.24561403508772,11.2,0,34.62,60.7836054208331,"Fair"
"2016384",NA,44.4622168,-89.95123988,2021,"Riverine","PROB",3.79166666666667,13.82,2.64,74.52,44.84949472433,"Fair"
"2021594",NA,45.40193755,-90.95774855,2022,"Depression","PROB",5.23809523809524,11.4,0.2,40.9,59.664518635752,"Fair"
"2020917",NA,46.08774478,-89.88156317,2022,"Depression","PROB",7.61111111111111,73,0,0.42,93.3940195280716,"Good"
"2020679",NA,44.61525467,-89.06694387,2022,"Depression","PROB",5.40196078431373,51,20.02,62.08,60.6692463726464,"Fair"
"2016433",NA,45.017667,-88.518306,2021,"Depression","REF",7.72727272727273,95,0,0.04,98.9879983726607,"Good"
"2021469",NA,45.30131439,-89.39256639,2022,"Depression","PROB",3.52542372881356,0.8,11.8,48.28,41.2972253801355,"Poor"
"2020858",NA,45.77543373,-90.29638315,2022,"Depression","PROB",5.41772151898734,9.2,0.02,39.76,60.4697882528835,"Fair"
"2021467",NA,45.17073848,-89.15623112,2022,"Depression","PROB",4.52083333333333,1.4,67.04,75.44,24.8932001469157,"Poor"
"2016346",NA,44.09585162,-90.29977431,2021,"Flats","PROB",5.93103448275862,28,0,32.1,69.7287802592316,"Good"
"2020927",NA,46.22120807,-90.09737212,2022,"Depression","PROB",7.0625,89.6,0,24.2,93.7257032264292,"Good"
"2016363",NA,44.33197255,-90.65312704,2021,"Flats","PROB",5.95238095238095,87,0.02,23.16,86.3621443909947,"Good"
"2021789",NA,45.84212478,-88.91038241,2022,"Depression","PROB",6.2089552238806,24,0,22.94,71.9771862331058,"Good"
